id,address_type,street,street_additional,city,region,country,postal_code,delivery_instructions,business_id,office_id
30056,mailing,B14-2820 HARRIET ROAD,"",VICTORIA,BC,CA,V9A 1T1,"",,3367
30057,delivery,B14-2820 HARRIET ROAD,"",VICTORIA,BC,CA,V9A 1T1,"",,3367
