id,role,appointment_date,cessation_date,business_id,party_id
11244,director,2020-09-30 00:00:00+00,,3273,10604
11245,director,2020-09-30 00:00:00+00,,3273,10605
8433,director,2018-10-19 00:00:00+00,,3273,8093
8434,director,2018-10-25 00:00:00+00,,3273,8094
8435,director,2018-10-19 00:00:00+00,,3273,8095
8436,director,2018-10-25 00:00:00+00,2020-09-30 00:00:00+00,3273,8096
8437,director,2018-10-19 00:00:00+00,,3273,8097
