id,role,appointment_date,cessation_date,business_id,party_id
8898,director,2018-11-01 00:00:00+00,,3338,8558
8899,director,2017-05-25 00:00:00+00,,3338,8559
8900,director,2018-09-06 00:00:00+00,,3338,8560
8901,director,2019-02-26 00:00:00+00,,3338,8561
8902,director,2019-02-26 00:00:00+00,,3338,8562
8903,director,2019-02-26 00:00:00+00,,3338,8563
8904,director,2017-05-25 00:00:00+00,,3338,8564
