id,last_modified,last_ledger_id,last_remote_ledger_id,last_ar_date,legal_name,founding_date,dissolution_date,identifier,tax_id,fiscal_year_end_date,submitter_userid,last_agm_date,last_ledger_timestamp,legal_type,restriction_ind
3338,2020-09-01 22:55:54.965948+00,,0,2018-01-22 00:00:00+00,ANSKAR COURT HOUSING CO-OPERATIVE,1987-06-11 00:00:00+00,,CP0001551,,2020-09-01 22:55:55.912422+00,,2019-01-22 00:00:00+00,2019-02-26 00:00:00+00,CP,f
