id,role,appointment_date,cessation_date,business_id,party_id
8905,director,2019-02-13 00:00:00+00,,3339,8565
8906,director,2018-01-16 00:00:00+00,,3339,8566
8907,director,2019-02-13 00:00:00+00,,3339,8567
8908,director,2019-02-13 00:00:00+00,,3339,8568
8909,director,2018-02-23 00:00:00+00,,3339,8569
8910,director,2019-02-13 00:00:00+00,,3339,8570
8911,director,2018-02-23 00:00:00+00,,3339,8571
