id,address_type,street,street_additional,city,region,country,postal_code,delivery_instructions,business_id,transaction_id,end_transaction_id,operation_type,office_id
31052,mailing,600 - 1230 EAST 8TH AVENUE,"",VANCOUVER,BC,CA,V5T 1V2,"",,128913,,0,3428
31053,delivery,600 - 1230 EAST 8TH AVENUE,"",VANCOUVER,BC,CA,V5T 1V2,"",,128913,,0,3428
