id,last_modified,last_ledger_id,last_remote_ledger_id,last_ar_date,legal_name,founding_date,dissolution_date,identifier,tax_id,fiscal_year_end_date,submitter_userid,transaction_id,end_transaction_id,operation_type,last_agm_date,last_ledger_timestamp,legal_type,restriction_ind
3085,2020-09-01 20:37:47.69637+00,,0,2018-05-02 00:00:00+00,THE SOINTULA CO-OPERATIVE STORE ASSOCIATION,1909-11-30 00:00:00+00,,CP0000019,,2020-09-01 20:37:48.828014+00,,112908,,0,2018-05-02 00:00:00+00,2018-12-21 00:00:00+00,CP,f
